name,time,Corrente,Localizacao,Picos,TempoForaDeFaixa
TB75,2019-12-24T13:24:18.7254427Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:19.4500459Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:20.1530495Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:20.8393213Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:21.5417608Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:22.2520763Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:22.9754165Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:23.6747239Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:24.3565907Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:25.0580849Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:25.7547918Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:26.4662129Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:27.1703529Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:27.8973783Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:28.6074275Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:29.3430229Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:30.0286745Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:30.7350415Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:31.4208751Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:32.1258916Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:32.8466833Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:33.530749Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:34.2432196Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:34.9400603Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:35.6523028Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:36.3743415Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:37.067861Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:37.7631218Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:38.4898085Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:39.1535546Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:39.8756062Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:40.5669274Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:41.2771693Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:41.9703376Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:42.6776689Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:43.3993257Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:44.1086607Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:44.8201769Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:45.495754Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:46.2051687Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:46.9261832Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:47.6268281Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:48.3315559Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:49.0430434Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:49.7549748Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:50.4588047Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:51.1438814Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:51.880281Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:52.5669778Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:53.2523016Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:53.967726Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:54.6787161Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:55.37258Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:56.0720663Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:56.7531778Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:57.4757666Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:58.1702936Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:58.8897905Z,0,TransporteTB,0,0
TB75,2019-12-24T13:24:59.6123869Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:00.3091452Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:01.0090701Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:01.7023725Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:02.4005493Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:03.1272368Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:03.8610803Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:04.5495613Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:05.2514651Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:05.9631724Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:06.6548641Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:07.3648748Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:08.0622397Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:08.7764161Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:09.4766301Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:10.1957079Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:10.9085464Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:11.6115602Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:12.2892236Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:13.0058876Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:13.7202516Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:14.4192681Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:15.1333399Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:15.8486671Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:16.5718331Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:17.2685921Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:17.9843384Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:18.7207545Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:19.3996781Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:20.1076447Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:20.84533Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:21.4938559Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:22.1888958Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:22.9283652Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:23.6110609Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:24.3392644Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:25.0359346Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:25.7367461Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:26.4477946Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:27.1376382Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:27.8269353Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:28.5342176Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:29.2442245Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:29.9477012Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:30.6492312Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:31.3594407Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:32.0680857Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:32.7473Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:33.4640534Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:34.243207Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:34.8911507Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:35.5936859Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:36.2916012Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:37.0151029Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:37.749858Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:38.4160519Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:39.1253071Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:39.8300842Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:40.5412057Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:41.2377486Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:41.926041Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:42.6370127Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:43.371826Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:44.0658346Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:44.7665286Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:45.4910647Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:46.2063139Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:46.9155453Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:47.6423444Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:48.3045648Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:49.0281767Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:49.7281112Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:50.4399943Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:51.1485256Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:51.8425596Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:52.545273Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:53.2828738Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:53.9629959Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:54.6591329Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:55.3592254Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:56.0585264Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:56.7562652Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:57.4885248Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:58.2005648Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:58.8985514Z,0,TransporteTB,0,0
TB75,2019-12-24T13:25:59.5937143Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:00.2980554Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:01.0248754Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:01.6845709Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:02.391598Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:03.1224355Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:03.8294442Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:04.5373213Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:05.2461971Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:05.9192844Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:06.6654237Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:07.3398349Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:08.0261046Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:08.7250924Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:09.445289Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:10.1656744Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:10.8517257Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:11.5658205Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:12.32375Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:12.9973408Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:13.6734995Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:14.3824236Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:15.0816616Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:15.7877862Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:16.5443375Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:17.2165975Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:17.928889Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:18.664134Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:19.3416332Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:20.072154Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:20.7369665Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:21.4373118Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:22.1571732Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:22.840731Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:23.5603635Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:24.2983535Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:25.0118011Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:25.706618Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:26.4301088Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:27.133315Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:27.8219288Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:28.5599349Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:29.2274812Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:29.925606Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:30.6323319Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:31.3554195Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:32.0652592Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:32.762371Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:33.4882437Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:34.214175Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:34.9000505Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:35.5858609Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:36.289899Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:37.0163592Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:37.7676632Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:38.4570367Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:39.133513Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:39.8315117Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:40.5571996Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:41.2424235Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:41.9351554Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:42.6638265Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:43.3557498Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:44.0561179Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:44.7672149Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:45.4879194Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:46.1835715Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:46.8779977Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:47.5912439Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:48.3196857Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:49.0428012Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:49.7262972Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:50.4342022Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:51.125219Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:51.840369Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:52.5391944Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:53.2572417Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:53.9384292Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:54.6567831Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:55.3696118Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:56.0869951Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:56.8565381Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:57.512436Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:58.1997723Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:58.900388Z,0,TransporteTB,0,0
TB75,2019-12-24T13:26:59.6207201Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:00.3161978Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:01.0198665Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:01.733927Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:02.4629806Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:03.1423508Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:03.831239Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:04.549694Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:05.2476533Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:05.9611643Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:06.6474611Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:07.3525109Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:08.0734582Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:08.7906112Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:09.4841754Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:10.2193047Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:10.9199627Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:11.5921515Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:12.2988147Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:13.0234998Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:13.7143856Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:14.4139679Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:15.1264622Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:15.8459213Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:16.5368354Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:17.2498061Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:17.9543048Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:18.652198Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:19.3446608Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:20.0489818Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:20.7559194Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:21.4638414Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:22.1539993Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:22.8944257Z,0,TransporteTB,0,0
TB75,2019-12-24T13:27:23.5751436Z,0,TransporteTB,0,0
